id,sentence
58,by this morning the prison population which seemed to have stabilised at around in the late 1980s and early 1990s will have passed the mark
59,although the causes of the surge of the past three weeks have baffled those who might know the underlying trend a rise in the number of prisoners of since this time last year is utterly explicable and indeed was predicted
60,prison policy in the uk has been an uphill slalom for the past halfcentury
61,politicians under pressure to do something about crime pass laws and write guidelines requiring more criminals to be imprisoned for more crimes for longer
62,every now and then however there is a crisis as the walls of our prisons begin to bow under the weight of numbers contained therein
63,politicians then scrabble around for tough alternatives to jail which they try to sell to a sceptical public educated only in a simple lockemup logic that reached its conclusion in the bonejarring stupidity of michael howards prison works slogan
64,the prisonbuilding programme then catches up with the prison population and we resume the zigzag which has given us the least successful prison policy in europe
65,the election of a labour government committed to being tough on the causes of crime was a chance to break this self defeating sequence
66,unfortunately tony blairs first home secretary jack straw lacked the courage to seize it
67,david blunkett is a more adventurous figure and shows some signs of being willing to challenge the assumptions of the past but he still poses too often for the unitive gallery
68,at least he will have no difficulty in rejecting a demand from the prison governors association to take away from magistrates altogether the power to hand down custodial sentences
69,but will he use this crisis to ask deeper questions about why so many people are in prison and whether they should be
70,one of the causes of the rise in the prison population in the past seven years has been the growth of illegal drug use with crack cocaine a particular problem
71,this weeks suggestion that shock tactics should be used to discourage young people from trying heroin is off the point
72,information is important but the interplay between the desire to escape reality and addiction is more complex than a simple pavlovian model
73,medicalising addiction rather than keeping it in the criminal underworld offers the best hope both of controlling harddrug use and of limiting the effect on crime
74,if people who have problems with illegal drugs alcohol or mental health were taken out of our prisons there would be hardly anyone left
75,when it comes to the wider causes of crime however one of the best places to start is prison itself
76,with per cent of inmates recorded as reoffending within two years of release prison clearly does not work
77,a brave home secretary would conclude that prison obviously reinforces many of the causes of crime
78,it breaks up families and usually gives prisoners nothing better to do than plan how not to get caught next time
79,all parties welcomed the woolf report of yet none has acted on it to improve the education service in prison
80,if schoolchildren can have life coaches why not prisoners
81,instead education angermanagement courses and anything constructive are often the first things to be cut when governors come under pressure to save money
82,our prison system is an affront to a civilised society as is witnessed by the number of legal actions brought by prisoners under the human rights act
83,even if the voters did not care about that they should care that it is a very expensive way of training criminals for more crime
84,many of the alternatives to prison may not result in much better reoffending rates but at least they are cheaper
85,mr blunkett should make the radically pragmatic case for the humane treatment of the nations criminals as a first step in tackling the causes of crime
86,heres something to chew over when pondering the growing problem of obese children
87,the fattest child in my daughters primary school class was also the cleverest
88,her mother came from kuala lumpur and latched onto me as a fellow eurasian when we waited to collect our children after school
89,far from being worried or embarrassed by hannahs humpty dumpty physique at seven her daughter weighed close to stone she was obviously proud of what she called hannahs very good size
90,at break while the others played football hannah sat on a bench absorbed in the readers digest or the ladybird guide to the solar system steadily working her way through a family size pack of mini mars bars
91,she came to tea once and explained why although the individual galaxies were constricting the universe itself was expanding
92,she wanted to be an astronaut
93,i had just come back from a press trip to hawaii where one morning all of us apart from a midlands radio presenter called kenny had been taken by helicopter to see some spectacular waterfalls
94,kenny couldnot come because the tour guide said he was too fat and would upset the balance of the helicopter
95,id told the children about kenny and hoped they wouldnot bring it up
96,they didnot because believe it or not they really hadnot noticed hannah was overweight
97,hannah the clever one theyd say not hannah shes fat
98,i wish this story had a happy ending for theres no reason why stories about fat people shouldnot
99,take kenny
100,from the neck down he looked like mr blobby but he had a surprisingly lean mean profile and a devastatingly sexy voice
101,women in the midlands wrote in every week to tell kenny how much they fancied him
102,when we got back from our waterfall trip we found him on the hotel terrace drinking beer and dealing with his fan mail
103,hannah iam sure could have ended up as content as kenny but at she was screwed up by the therapist her mother got hold of to help her lose weight
104,please note it wasnot hannah who wanted to look like kate moss it was her mother forcing her
105,from being a bright happy clever fat girl hannah became a depressed neurotic anorexic teenager who only read books about fashion and diets
106,i bumped into her mother the other day outside the post office
107,hows hannah
108,i said
109,she was at a health clinic in portugal doing alternate sessions of meditation and colonic irrigation said her mother
110,since the obesity report came out parents have been swamped with advice about how to control their childrens diets and lifestyle
111,the older i get the less iam convinced that we poor parents have any control over our children at all
112,this depressing opinion was confirmed by sir richard doll the first doctor to discover the link between cancer and smoking
113,he was on desert island discs and when sue lawley asked plaintively what parents could do to stop their children smoking sir richard said absolutely nothing
114,in fact he opined the more parents nagged at children not to smoke the more likely it was that they would
115,as long as they stopped in their midthirties they wouldnot die of lung cancer he thought and there was a very strong chance they would stop smoking as adults having weighed up all the evidence against it
116,iam sure the same argument applies to obesity
117,keep nagging at children to stop snacking switch off the television and take exercise the more they will guzzle and slump
118,waiting outside the fitting rooms of a kings road shop the other day i was surprised and dismayed not by how fat kids are these days but how unhealthily skinny they are especially teenage girls
119,the ones trying on crop tops and trousers looked less like nubile young women than scaffolding
120,if you want to see serious obesity go to miami airport
121,its more obvious out there because everyone is wearing shorts
122,the entire airport smells of cinnamon the preferred topping for all those doughnuts theyare selling
123,you see entire families sitting at doughnut stalls with buckets of doughnuts between their knees
124,now thats obesity
125,tony blair is engaged in low politics on foxhunting
126,the timing of this his third initiative seems to have been influenced by the need to get stephen byers through his trial by ordeal in the house of commons on tuesday
127,not only did it reward labour backbenchers for their show of loyalty but it helped move the media caravan on from the semantics of lying by presenting them with a new or rather renewed controversy
128,however labour backbenchers are not so stupid that they can be bought off with yet another meaningless vote that allows them to express their opinions and is then forgotten
129,equally public opinion which on this issue is wrong but unmistakable would not easily understand another marching of the abolitionist troops up the hill only for them to be marched down again
130,most people think that hunting with dogs is cruel that it should be banned and that the government should get on with it
131,the real low politics of mr blairs return to this subject therefore is that of reaching a compromise with the house of lords
132,whatever the presentational value with his own party of occasional confrontations with the forces of conservatism in red coats and on horseback the prime minister is unlikely to want to provoke another fulldress showdown with the countryside lobby
133,the last time he picked a fight with them the deputy prime minister and a protester had to be prised apart in a flowerbed in rhyl in the middle of a general election campaign
134,on march the commons will undoubtedly vote overwhelmingly again for a complete ban on hunting
135,if left to themselves the lords would just as overwhelmingly vote to leave things as they are
136,mr blair may hope that the threat of the parliament act which requires the will of the commons ultimately to prevail over that of the upper house will encourage the lords to opt for the compromise instead
137,getting the lords to decide that the middle way compromise scheme is the lesser of two evils depends however on the credibility of the threat to use the parliament act
138,the lords could call mr blairs bluff if they judge that he really would not want to have the socalled countryside march on whitehall again
139,this is no way to decide an issue of principle
140,the majority of people in britain confuse their distaste for a minority pursuit with the instinct that there ought to be a law against it
141,there should not be just as there should be no law against the rather more popular sport of angling
142,the undue attention devoted to one particular means of culling animals owes too much to the perceived class connotations of country sports and sanctimony about humans deriving pleasure from it
143,what requires legislation is the less visible cruelty towards factoryfarmed chickens and pigs and towards other animals in transit not to mention cruel and unnecessary experiments on primates
144,a compromise between a ban on hunting and no ban is dishonest
145,the idea of licensed or regulated cruelty makes no sense
146,it would be better if the prime minister and all those mps who vote for a ban simply to earn easy applause from a vocal and passionate minority of their constituents were courageous enough to explain to the voters that while some activities may offend our sensibilities they should not all be banned
147,the middle way is a classic blairite fudge
148,it is unlikely to satisfy either side although the antihunters are likely to be the more disappointed because hunting would continue with only some of its more repellent excesses curtailed
149,the prime minister would earn a great deal more respect if he said what he really thought and explained and defended that instead of trying to fix his way out of a political problem
150,today in the european parliaments chamber in brussels men and women from european nations will gather to begin discussing a constitutional settlement for europe
151,europe has a constitution now of course but in its various official languages it runs into literally millions of pages of legislation council decisions and commission directives known collectively as the acquis not exactly a household term in europes salons and saunas
152,this tangle of laws and regulations has long cried out to be formulated into a few simple rules with the paramount aim of bringing europe closer to its people as the jargon goes
153,the question is whether the constitutional convention now assembled under the leadership of the former french president valry giscard destaing is an appropriate vehicle to deliver a new constitutional settlement
154,certainly the choice of mr giscard to run things doesnot inspire a great deal of confidence
155,the fact that he is old should be no obstacle although his slightly sleazy past remember the bokassa diamonds scandal
156,detracts a little from his dignity
157,the more serious drawback with mr giscard is simply the suspicion that he will guide the convention in a direction that reflects the traditional french approach to governance not so much libert fraternit egalit as litisme dirigisme technocratie
158,that trinity was in fact very much the foundation of the institutions of the original european community as set out in the treaty of rome of
159,it was the vision of jean monnet and robert schumann the french founding fathers of the community and of the comit daction pour les etatsunis deurope that they founded
160,these arrangements worked well for the small community of the six but in a union of they are distinctly creaky
161,all agree that in a union of or the position we could easily be in before the decade is out such arrangements would be unsustainable
162,the danger is that mr giscard a typical product of the french lite will simply want to give us amore of the same but with a much stronger centre
163,that would mean a stronger commission and a leadership role for the big five france the uk germany italy and spain to cope with the demands of a 30state union
164,indeed worries about expansion leading to a wider but looser eu underlay the french governments past resistance to welcoming new members from scandinavia and the east
165,still there are reasons to be optimistic
166,mr giscard will not be able to have things all his own way in a 105member commission especially as the british are providing its chief executive in the form of sir john kerr a supermandarin and diplomat
167,and the laeken declaration that set up the convention declared that european institutions must be brought closer to citizens
168,they want them to be less unwieldy and more efficient and open
169,that cannot be ignored
170,by far the best way of ensuring that europe is brought closer to its people is to provide for a stronger european parliament
171,until that is done there is very little chance of a truly paneuropean party system developing and with that a european level of debate
172,more sessions of the european council should be open to the cameras and the public
173,and most importantly there should be a much stronger formal commitment to the principle of subsidiarity with more decisionmaking devolved to national regional and local levels
174,more than ever in a union of states europe should concentrate on performing the tasks in the economic environmental and even defence fields where it can make a difference
175,surely mr giscard has to understand that
176,the prospect of meeting an old but longseparated schoolfriend can trigger far more fear than joy
177,did the charismatic soul who thrilled your teenage self evolve into a bore a prig an oaf
178,worse did they never possess the virtues you innocently pinned to them
179,what applies to people applies in spades to literature
180,to reread a favourite author of ones youth is to court incredulity and even selfdisgust
181,how could i have rated that pretentious garbagesentimental schlock
182,around the age of i adored john steinbecks the grapes of wrath almost more than any other novel
183,soon enough i learnt this was an inadmissible affection
184,too folksy too naturalistic stylistically immature politically nave the hit squads of academic criticism had dropped down hard on steinbeck even before his death in
185,he was born in salinas california on february and next week allen lane publishes an ample selection of his nonfiction to mark the centenary of men and their making edited by susan shillinglaw and jackson j benson
186,of course i opened it with trepidation
187,would steinbeck prove as cringingly embarrassing as every other 15yearold crush
188,i need not have worried
189,of men and their making is a constant delight a generous openhearted vaudeville show of a book that switches from elegantly crafted memoirs to frivolous pieces on fishing or fords from thrilling reportage to sinewy meditations on politics and culture
190,not all of it is perfect or profound
191,steinbeck wrote reams of journalism over three decades and one leading item on the academic chargesheet states that he squandered too much talent on ephemera
192,but all in all his praise for mark twains incredible ear and eye and sense of form as a subjective observer goes for steinbeck too
193,here is the democratic american voice in all its glory friendly courageous compassionate keen to go everywhere see everything and capture it all in pacy spirited prose that can swing between high ideas and street life without missing a beat
194,the collection teems with hundreds of images and phrases that kick and bite and stay from the childhood memory of a phonograph that leaped from a shelf and destroyed itself in the california earthquake of to the vision of bob hope in london in wisecracking to a hospital ward of maimed soldiers and magically drawing laughter up out of the black water
195,we revisit the beautifullyevoked california towns of steinbecks youth and we follow him into the itinerant workers camps of the dust bowl years in articles that mount a ringing defence of the dignity of economic migrants
196,the editors choose some grittily memorable wartime reportage some charming accounts of postwar europe and portraits of his friends from woody guthrie and robert capa to henry fonda
197,watching john fords fine film of the grapes of wrath after years steinbeck is galvanised when this lean stringy darkfaced piece of electricity walked out on the screen
198,even the text of a photo book on america and americans written when he had allegedly gone soft is typically abrasive about his countrymens taste for narcissism and racism from the first we have treated our minorities abominably the way the old boys do the new kids in school
199,steinbeck was not always prescient like many other us liberals he supported the early stages of the war in vietnam
200,yet these pages rattle by without a snide thought a cheap shot or a dead sentence from beginning to end
201,at a time when establishment america takes on the sepulchral tones of donald rumsfeld or the silences of kenneth lay this book could achieve more for the nations prestige overseas than a hundred extra cia recruits
202,in the list of picture captions you never thought youd see in the pages of a serious newspaper 160millionyearold vomit is right up there with joan collins and her new husband also
203,but millionyearold vomit was precisely the caption in tuesdays papers relating to the thrilling discovery of fossilised dinosaur puke in a clay quarry near peterborough
204,lets leave to the panellists of have i got news for you the cheap gibe that the daily telegraph with a substantial number of fossils and dinosaurs among its readers was stirring nostalgia rather than publishing bona fide news
205,instead lets consider what a fabulous discovery this is beyond even steven spielbergs wildest dreams
206,professor peter doyle of the university of greenwich believes that the fossils found near peterborough are partlydigested shellfish regurgitated by ichthyosaurs marine reptiles
207,how he reached this conclusion is not the business of this column thank god not of course that the almighty has any place in palaeontology
208,but it is certainly interesting to dwell on the significance of his conclusion
209,for one thing it heaps enviable prestige upon peterborough which until this week had only its handsome norman cathedral to boast about
210,but there arenot too many places in the world able to demonstrate proof that an ichthyosaur once chundered somewhere in the vicinity
211,thinking about it though it is quite possible that the people of peterborough would rather not adopt this as a claim to fame just as the townsfolk of slough tend not to put it about that john betjeman once wrote a poem about them
212,as for the vomiting side of the equation i donot know if youve noticed but throwingup has been looming large in popular culture
213,billy connolly was one of the first to draw attention to it wondering why drunkards being sick call so despairingly for ralph and huey
214,and although vomiting was one of the last human bodily functions to get a regular airing on television rare is the drama now that does not feature at least one person spewing into a toilet
215,certainly no selfrespecting soap lets new years eve go without a character chucking up after too much alcohol we have even had animated vomit on the simpsons
216,i mention this because until now palaeontology has rubbed shoulders with popular culture only in the bbc series walking with dinosaurs which as brilliant as it was tended to drag once youd marvelled at the special effects for long enough and in the irritating form of ross in the sitcom friends
217,but professor doyles discovery changes everything
218,i have a sixyearold son who knows the difference between a protoceratops and a diplodocus like he knows the difference between baked beans and strawberry jam
219,however he has been to the natural history museum dozens of times and it no longer lights his fire
220,when i told him about the ichthyosaur pebbledashing parts of cambridgeshire with shellfish however he was all ears
221,he was plainly enthralled by the idea that anything jurassic might behave in the same way as he did the other night after a tummy bug brought up his spaghetti bolognese
222,might behave better still like bart simpson
223,what is needed now is for an enterprising childrens telly producer perhaps the person behind that sickeningly cute dinosaur barney to make a show about twin ichthyosaurs called ralph and huey
224,and the thought also occurs that some graduate student might want to consider a thesis on the enthralling history of vomit
225,i was once shown round a vomitorium where middleclass romans went to bring back their dinners
226,it was fascinating
227,but i canot for the life of me remember where it was
228,for peterboroughs sake not there i hope
229,the decision of the human fertility and embryology authority hfea to allow a couple to select genetically their next baby was bound to raise concerns that advances in biotechnology are racing ahead of our ability to control the consequences
230,the couple at the centre of this case have a son who suffers from a potentially fatal disorder and whose best hope is a marrow transplant from a sibling so the stakes of this decision are particularly high
231,the hfeas critics believe that it sanctions designer babies and does not show respect for the sanctity of individual life
232,certainly the authoritys backing for shahana and raj hashmis plea for genetic screening raises fundamental questions about producing one human being to cure anothers disease
233,but the parents view is simple and compelling
234,the ivf treatment is available to help produce a baby whose tissue will match his or her elder brothers bone marrow
235,they require as mrs hashmi puts it a helping hand from the hfea
236,screening for genetic disorders has been permissible for some time
237,those who oppose the treatment on grounds that it echoes destructive eugenics programmes have misplaced their concern
238,the use of such techniques to weed out genes that might result in a disability does not suggest that disabled people are defective
239,it merely uses progress to prevent a malfunction of nature
240,they would not reject medical intervention to put right other things that go wrong with the body
241,yet they ask that mankind pass up the chance to use scientific advances in biotechnology to prevent unnecessary suffering
242,the inconsistency is striking and would be cruel if it were allowed to impede a beneficial solution
243,the hfea already backed tissuetype screening in principle in december
244,this latest move is a logical advance
245,we can welcome that and still accept the need to maintain the distinction between these and more frivolous or dubious reasons why parents might want to opt for genetic preselection
246,that is why it is also right that the hfea continues to reject genetic preselection if it helps parents choose gender let alone more superficial preferences for a certain appearance
247,grounds of pure preference are not enough to make parental choice paramount and the authority should resist pressure to give in on this point
248,the hashmis aim is very different
249,they are concerned with saving a life as well as creating one
250,they and their doctors may reject other embryos as imperfect matches but they are not selecting their baby as if it were a designer coat or handbag
251,this is a clear case of maximising benefits and minimising harm
252,the parents want another child and their existing son will be the beneficiary
253,critics of such technology warn that the child is to be used as a means rather than an end in itself
254,instead of being valued for his or her own sake they say the next hashmi babys raison dtre will be his lifesaving qualities
255,yet in wanting their child to serve a certain purpose this couple is merely following in the footsteps of countless couples before them couples who have wanted a child to boost their own relationship or provide their firstborn with a sibling
256,the hashmis decision is like that of any other couple who want the best for their child
257,shahana and raj hashmi will undoubtedly love their next baby as much as their first
258,as david beckham discovered to his cost the manager of manchester united likes to have the last word
259,which is why hes signed up for another years and 11m
260,one of the defining moments of sir alex fergusons glorious but often contentious career as manager of manchester united came in february when david beckham his star player failed to report for training
261,beckham said his baby son was ill and that he needed to be at home with him
262,fair enough
263,but when ferguson discovered that beckhams wife victoria was out shopping at the time he hit the roof
264,according to someone who knows him well the publicity machine that surrounds the beckhams has always been intensely irritating to him
265,now by his lights beckham was letting the side down and in fergusons book there is no greater sin
266,for the next match beckham was kicked out of the team
267,he wasnot even a substitute
268,it seemed unthinkable to drop beckham to put a personal squabble as some saw it before the interests of the team
269,but ferguson had done it
270,what the incident really betrayed was a clash of cultures a 21stcentury newman touchyfeeliness on the one hand and on the other the hard mans world that shaped ferguson growing up among the scottish working class in the 1950s
271,it certainly wasnot one in which wives have the definitive say in their husbands lives which is ironic in the light of what lay behind last weeks news that far from retiring at the end of this season as had previously been announced ferguson will remain at old trafford for another three years
272,though no great lover of the game fergusons wife cathy knew what it meant to him and could still mean and she perhaps didnot relish the prospect of having this great brooding figure about the house with no outlet for his footballing energies
273,no matter that he has achieved everything at united the european cup seven premier league titles four fa cups and one league cup or that he turned at the end of
274,cathy ferguson could see that there was plenty left in him and her intervention was crucial
275,why not carry on
276,as cathy says aretire when you feel tired ferguson said last week
277,and i feel strong young and fit
278,family has always been important to ferguson and so by extension have the wider roots of his upbringing
279,in his case that was govan the clydeside district on the southwestern edge of glasgow where his father alex snr was one of or so men who built ships
280,the sense of community in which ferguson grew up was palpable and as a young toolmaker in a glasgow factory he was soon involved in the union
281,fulltime professional football did not come until he was when he joined dunfermline
282,spells at three other clubs followed
283,he ran a pub in glasgow before taking up his first managerial post at st mirren
284,but it was as the manager of aberdeen from to that ferguson made his mark breaking the hold over scottish football enjoyed by rangers and celtic before moving to manchester
285,united was a club on which the past bore down
286,with both the munich air disaster of and the triumphs of the late 1960s it had a unique legacy that it was struggling to live up to
287,since the retirement in of the great sir matt busby a succession of managers had come and gone with little to show
288,would ferguson do any better
289,in the early years it was touch and go whether he would survive
290,but he bought some time by winning the fa cup in and the elusive championship the clubs first for years finally arrived in in the inaugural premier league season
291,since then united have been almost unstoppable as both a footballing and a commercial force
292,fergusons achievement has been to withstand the pressure that goes with running the worlds biggest club and at the same time maintain the attacking tradition of the united sides of old
293,even uniteds detractors the club is fiercely resented for its stranglehold on the english game have to admit that under ferguson domestic football has been raised to breathtaking new levels
294,if such erudite continentals as the england manager sven goran eriksson and arsne wenger of arsenal seem to represent a new studiousness in football then ferguson might be seen as a throwback to an age when the sort of men to whom he is heir tough fellowscots such as bill shankly and jock stein seethed with a passion for the game and exuded a sometimes terrifying authority
295,but you donot get to be the towering figure that ferguson has become without the shrewdness attention to detail and profound understanding of players personalities which no powers of intimidation can make up for
296,its just that unlike eriksson and wenger ferguson has been known to go into rages in which tables have been kicked and teacups thrown
297,theres a difference between oldstyle and oldfashioned says alastair campbell the downing street press chief who has welcomed ferguson as a staunch labour supporter
298,yes hes old style in that hes disciplined and he leads from the top
299,but what people perhaps donot understand about alex is that he has an incredibly acute intelligence
300,he was one of the first to appreciate the importance of diet and training regimes for players
301,at the same time he understands that united is a huge business
302,id say all that puts him in the new manager mould
303,few managers form bonds with players as ferguson does
304,he has regarded the welsh winger ryan giggs almost as a son ever since he broke into the team as a gifted 17yearold
305,in roy keane uniteds irresistible irish midfielder ferguson sees many of his own formidable qualities
306,and with eric cantona peter schmeichel and now the brilliant dutch striker ruud van nistelrooy ferguson has found his faith in individual genius with all its attendant pitfalls spectacularly rewarded
307,fergusons probably the last manager who can use fear as a weapon to deal with players says the sportswriter ken jones
308,thats very difficult today because the players have so much money that they can just turn round and tell you where to go
309,when loyalty to players is not returned ferguson does not easily forgive
310,likewise when he feels press criticism is unjustified
311,this season has seen a low point in his often turbulent relationship with reporters with ferguson cancelling press conferences and haranguing people when he does agree to turn up
312,one of fergusons three sons jason is also his agent and the questions raised about this arrangement have seriously rankled with him
313,does ferguson bear grudges
314,its more that he always has to have the last word says someone close to him
315,of course he has mellowed over the years
316,as the owner of some topclass horses he derives huge pleasure from racing often turning up on the gallops early in the morning after a match the night before
317,there was a time when he felt undervalued at united
318,what mattered to him about the big pay increase he secured a few years ago was not what it could buy him but what it said about his worth
319,at 11m over three years fergusons new contract makes him comfortably britains highest paid manager
320,by the crazy standards of the footballing economy it is money well spent
321,it is just a week since the independent on sunday launched its asthma campaign and already ministers have begun to take action
322,shrugging off their officials instinct to try to kick the issue into the long grass both michael meacher the environment minister and yvette cooper the public health minister have immediately appreciated its importance
323,both have referred the scientific studies revealed in this newspaper that indicate that traffic fumes can cause asthma to the official committee on the medical effects of air pollution
324,tomorrow mr meacher will press his european ministerial colleagues to impose tougher continentwide controls on ozone one of the main pollutants involved
325,and ms cooper is to send new guidance to doctors on tackling the growing epidemic of the disease in children
326,this is good as far as it goes and the ministers two of the best in a not overtalented government are to be commended for thinking out of the bureaucratic box
327,but it is only a small start and will take time to make a difference
328,the pollution committee does not meet until june
329,the new health guidelines will take two years to produce
330,and brussels notoriously moves at the pace of the snails so delectably served up in the citys restaurants
331,the urgency of the crisis blighting the lives of one in every seven british children and their families requires a much faster response
332,it also demands a more farreaching one
333,our report today that twothirds of british schools fail to help their asthmatic pupils and that hundreds of thousands of sufferers are not properly informed about their condition show how shamefully the departments of health and education have neglected the epidemic
334,meanwhile the department of transport at mr blairs specific backseat instruction is driving policy in the wrong direction towards more roads more cars more pollution and more asthma
335,the prime minister and the cabinet ministers in charge of the relevant departments must take on the issue themselves and institute wholesale changes in policy or take the blame for continuing child illness and death
336,the difference between dialup internet access and a highspeed service that is permanently on is akin to that between a horsedrawn cart and a car which is why there is usually no going back for people who have graduated from one to the other
337,so it would be churlish not to applaud the sharp price reduction announced yesterday by bt for its broadband service
338,assuming that the internet service providers pass on most of the cut an average monthly subscription should come down to around from the or so it currently costs
339,this is by any measure a swingeing cut and makes broadband service in britain as reasonably priced if not cheaper than its equivalent elsewhere in the world
340,whether it will be enough to persuade britons to sign up for the broadband arevolution with as much alacrity as americans or our fellow europeans however is another matter
341,germany already has million subscribers britain fewer than
342,the wonders of broadband are not at issue
343,the technology allows the same line to be used for internet access and telephone calls without either capability blocking the other
344,it enables audio and video files to be transferred almost instantaneously
345,whole films can be delivered in minutes
346,so why has britain been so comparatively slow to adopt the new technology
347,the widelyaccepted thesis is that high prices have are the main deterrent
348,certainly a month is steep and those cable companies that supply highspeed internet access have already attracted more subscribers than bt with monthly payments set at
349,but that is still double the price of many dialup subscriptions
350,and for home rather than professional use dialup access is adequate
351,the price cuts announced by bt mean that the theory of price as the chief obstacle to wider takeup will now be tested
352,in fact consumer resistance may lie elsewhere
353,even if the price of fast internet access is going down the price of computers remains static
354,and as with mobile phones there may be a limit to the range of services that people need or want from computers
355,if they are to conquer the mass market bt and the internet service providers must work harder to convince people that their most hitech services are not only competitively priced but relevant to their lives
356,decisions on the next phase of the unwisely named war against terrorism are creeping closer and most of the signs are that george bush will get them wrong
